pair_number,feature_x,feature_y,x,y,predicted_recovery_trend,observed_support_count,interaction_rank,mean_abs_shap_interaction,background_rows,grid_size
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.00012968934516272013,-0.004989288110940668,0.018889890983700752,159,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0002496704276253488,-0.004989288110940668,0.021340029314160347,36,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0006290302004134159,-0.004989288110940668,0.021625814959406853,10,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.001008389973201483,-0.004989288110940668,0.022187601774930954,12,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0013877497459895503,-0.004989288110940668,0.022395983338356018,8,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0017671095187776174,-0.004989288110940668,0.022453997284173965,6,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0021464692915656863,-0.004989288110940668,0.02258746698498726,4,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0025258290643537535,-0.004989288110940668,0.022696278989315033,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0029051888371418207,-0.004989288110940668,0.02300828881561756,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.003284548609929888,-0.004989288110940668,0.023251645267009735,4,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.003663908382717955,-0.004989288110940668,0.023259229958057404,1,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.004043268155506024,-0.004989288110940668,0.023370595648884773,2,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.004422627928294091,-0.004989288110940668,0.023498421534895897,2,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.004801987701082158,-0.004989288110940668,0.023523831740021706,5,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.005181347473870225,-0.004989288110940668,0.023652929812669754,2,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0055607072466582926,-0.004989288110940668,0.023653142154216766,2,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.005940067019446362,-0.004989288110940668,0.023633431643247604,1,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.009234323892076339,-0.004860465156790072,0.0031934170983731747,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.008854964119288272,-0.004860465156790072,0.0033698873594403267,1,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.008475604346500205,-0.004860465156790072,0.0037201198283582926,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.008096244573712136,-0.004860465156790072,0.00428395252674818,2,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.007716884800924069,-0.004860465156790072,0.004908325616270304,0,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0073375250281360015,-0.004860465156790072,0.005261129233986139,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.006958165255347934,-0.004860465156790072,0.005702310241758823,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.006578805482559867,-0.004860465156790072,0.0059015764854848385,4,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.006199445709771799,-0.004860465156790072,0.0059219226241111755,2,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.005820085936983731,-0.004860465156790072,0.006707727909088135,8,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.005440726164195664,-0.004860465156790072,0.008409569039940834,2,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.005061366391407597,-0.004860465156790072,0.008400741033256054,1,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.00468200661861953,-0.004860465156790072,0.00988027360290289,3,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0043026468458314615,-0.004860465156790072,0.01049911417067051,7,3,0.0002420278615318,1200,41
1,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.003923287073043394,-0.004860465156790072,0.010652928613126278,6,3,0.0002420278615318,1200,41
